frame,left_shoulder_x,left_shoulder_y,right_shoulder_x,right_shoulder_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y,left_knee_x,left_knee_y,right_knee_x,right_knee_y,left_ankle_x,left_ankle_y,right_ankle_x,right_ankle_y,left_foot_x,left_foot_y,right_foot_x,right_foot_y,source_video,hip_center_x,hip_center_y,stance_width,footwork_label
frame_0_trim_3.jpg,0.6709452271461487,0.28081214427948,0.660708487033844,0.2891062498092651,0.6722841858863831,0.4754696190357208,0.6711087822914124,0.4735416173934936,0.65924471616745,0.6011185646057129,0.667946457862854,0.5973533391952515,0.66879802942276,0.7347949147224426,0.6795461177825928,0.7194559574127197,0.6351728439331055,0.7643930912017822,0.6518523693084717,0.7441427111625671,open_video_trim_3,0.6716964840888977,0.47450561821460724,0.010748088359832764,Forehand_Backcourt
frame_1_trim_3.jpg,0.6710377335548401,0.2813044786453247,0.6602522134780884,0.2916732430458069,0.6717199087142944,0.4733862280845642,0.6708424687385559,0.4727945029735565,0.6507027745246887,0.5893242955207825,0.6718688607215881,0.5873872637748718,0.6654996275901794,0.7316320538520813,0.6827794313430786,0.7145752906799316,0.6334362626075745,0.7632670998573303,0.6545770764350891,0.7385926246643066,open_video_trim_3,0.6712811887264252,0.47309036552906036,0.01727980375289917,Forehand_Backcourt
frame_10_trim_3.jpg,0.700652003288269,0.2163186371326446,0.6683793663978577,0.2125009596347808,0.6846354007720947,0.3862966299057007,0.6671024560928345,0.386379987001419,0.689078688621521,0.4384703338146209,0.6621534824371338,0.4308226704597473,0.6855601668357849,0.4487600028514862,0.6687303185462952,0.507588803768158,0.6913698315620422,0.4506109952926636,0.6731999516487122,0.5261883735656738,open_video_trim_3,0.6758689284324646,0.3863383084535599,0.016829848289489746,Forehand_Backcourt
frame_100_trim_3.jpg,0.700652003288269,0.2163186371326446,0.6683793663978577,0.2125009596347808,0.6846354007720947,0.3862966299057007,0.6671024560928345,0.386379987001419,0.689078688621521,0.4384703338146209,0.6621534824371338,0.4308226704597473,0.6855601668357849,0.4487600028514862,0.6687303185462952,0.507588803768158,0.6913698315620422,0.4506109952926636,0.6731999516487122,0.5261883735656738,open_video_trim_3,0.6758689284324646,0.3863383084535599,0.016829848289489746,Forehand_Backcourt
frame_101_trim_3.jpg,0.4217926859855652,0.4146328866481781,0.42252317070961,0.4226477146148681,0.4005901217460632,0.5586615800857544,0.4110084474086761,0.5613129138946533,0.3938328623771667,0.6504857540130615,0.4436394870281219,0.6359044313430786,0.3673282265663147,0.7554555535316467,0.4484235942363739,0.7545815110206604,0.3888106048107147,0.7913953065872192,0.4776918590068817,0.7718054056167603,open_video_trim_3,0.40579928457736963,0.5599872469902039,0.0810953676700592,Backhand_Mid
frame_102_trim_3.jpg,0.4289223253726959,0.4376386702060699,0.4281114339828491,0.439560055732727,0.4082032740116119,0.5762396454811096,0.4184635579586029,0.5795274376869202,0.3906334340572357,0.6648154258728027,0.4571633338928222,0.6489282846450806,0.3579169511795044,0.7562196850776672,0.4705400168895721,0.7607535719871521,0.3793980777263641,0.7882334589958191,0.4994440674781799,0.7715644836425781,open_video_trim_3,0.4133334159851074,0.5778835415840149,0.1126230657100677,Backhand_Mid
frame_103_trim_3.jpg,0.4412164986133575,0.4372484385967254,0.4424388706684112,0.4454496800899505,0.4207023382186889,0.5759639143943787,0.4292832612991333,0.5795829892158508,0.4032041430473327,0.6714133620262146,0.4648084640502929,0.6572287082672119,0.3561986684799194,0.746294379234314,0.4669254124164581,0.7757648825645447,0.3646253049373626,0.7883822917938232,0.4961926341056824,0.7874930500984192,open_video_trim_3,0.42499279975891113,0.5777734518051147,0.1107267439365387,Backhand_Mid
frame_104_trim_3.jpg,0.4492376446723938,0.4383042156696319,0.4526784718036651,0.4495280981063843,0.4277212917804718,0.5757767558097839,0.4369913637638092,0.580349862575531,0.4332596659660339,0.6795976161956787,0.4659725129604339,0.6706080436706543,0.3732964098453522,0.7260850071907043,0.4506526887416839,0.7812148332595825,0.3696547448635101,0.7777695059776306,0.4785827994346618,0.8009873628616333,open_video_trim_3,0.4323563277721405,0.5780633091926575,0.07735627889633173,Backhand_Mid
frame_105_trim_3.jpg,0.444711685180664,0.4351020455360412,0.4593295156955719,0.4447792470455169,0.4320999085903168,0.5740786790847778,0.4397129416465759,0.5782650709152222,0.4482432603836059,0.6736548542976379,0.4611265957355499,0.6732457280158997,0.413178414106369,0.7339618802070618,0.4265132844448089,0.7770904302597046,0.4218813776969909,0.765802264213562,0.4506415128707886,0.8041090965270996,open_video_trim_3,0.43590642511844635,0.576171875,0.013334870338439886,Backhand_Mid
frame_106_trim_3.jpg,0.4423555135726928,0.4332962334156036,0.4641059935092926,0.4281504452228546,0.4405632317066192,0.5641975402832031,0.4441628456115722,0.5674753189086914,0.4697499871253967,0.6472466588020325,0.4540286958217621,0.6676750183105469,0.464802473783493,0.7369370460510254,0.4101119339466095,0.7643742561340332,0.48844975233078,0.7686619162559509,0.4259698688983917,0.8036050200462341,open_video_trim_3,0.4423630386590957,0.5658364295959473,0.05469053983688349,Backhand_Mid
frame_107_trim_3.jpg,0.4380521774291992,0.4316115081310272,0.4656354486942291,0.4181528389453888,0.4456733465194702,0.5626750588417053,0.451701670885086,0.5622938275337219,0.4768700003623962,0.6489459276199341,0.4613743126392364,0.6641866564750671,0.4979346096515655,0.7468209862709045,0.4086809158325195,0.7388385534286499,0.5218028426170349,0.7506008744239807,0.4132071733474731,0.8011519908905029,open_video_trim_3,0.44868750870227814,0.5624844431877136,0.08925369381904602,Backhand_Mid
frame_108_trim_3.jpg,0.4370699226856231,0.4401352107524872,0.4685554504394531,0.4204144775867462,0.4486770033836365,0.5745888948440552,0.4608781635761261,0.5691377520561218,0.4808801710605621,0.6551836729049683,0.4827246963977813,0.6669880747795105,0.4919995665550232,0.7577247619628906,0.4222661256790161,0.722637414932251,0.5186241269111633,0.7673592567443848,0.4296712279319763,0.7826511263847351,open_video_trim_3,0.4547775834798813,0.5718633234500885,0.06973344087600708,Backhand_Mid
